C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_42_945.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_42_945.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_42_945.jpg, 0, 0, 0, 7.78195E-05
C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_43_045.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_43_045.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_43_045.jpg, 0, 0, 0, 7.946895E-05
C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_43_146.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_43_146.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_43_146.jpg, 0, 0, 0, 7.977695E-05
C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_43_247.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_43_247.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_43_247.jpg, 0, 0, 0, 7.802252E-05
C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_43_348.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_43_348.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_43_348.jpg, 0, 0, 0, 7.889337E-05
C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_43_449.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_43_449.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_43_449.jpg, 0, 0, 0, 7.825214E-05
C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_43_551.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_43_551.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_43_551.jpg, 0, 0, 0, 7.920968E-05
C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_43_651.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_43_651.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_43_651.jpg, 0, 0, 0, 7.800457E-05
C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_43_753.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_43_753.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_43_753.jpg, 0, 0, 0, 7.823413E-05
C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_43_853.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_43_853.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_43_853.jpg, 0, 0, 0, 7.814183E-05
C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_43_956.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_43_956.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_43_956.jpg, 0, 0, 0, 7.808884E-05
C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_44_056.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_44_056.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_44_056.jpg, 0, 0, 0, 7.99179E-05
C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_44_160.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_44_160.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_44_160.jpg, 0, 0, 0, 8.180379E-05
C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_44_260.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_44_260.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_44_260.jpg, 0, 0, 0, 7.80225E-05
C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_44_360.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_44_360.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_44_360.jpg, 0, 0, 0, 7.807829E-05
C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_44_462.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_44_462.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_44_462.jpg, 0, 0, 0, 7.796197E-05
C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_44_561.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_44_561.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_44_561.jpg, 0, 0, 0, 7.812299E-05
C:\Users\Administrator\Desktop\data\IMG\center_2024_02_01_16_48_44_662.jpg, C:\Users\Administrator\Desktop\data\IMG\left_2024_02_01_16_48_44_662.jpg, C:\Users\Administrator\Desktop\data\IMG\right_2024_02_01_16_48_44_662.jpg, 0, 0, 0, 7.822969E-05
